Granularity,Start Date,End Date,Store Name,Store ID,Business ID,Merchant Supplied ID,Gross Sales,Total Orders Including Cancelled Orders,Total Delivered or Picked Up Orders,AOV,Total Commission,Total Promotion Fees | (for historical reference only),Total Promotion Sales | (for historical reference only),Total Ad Fees | (for historical reference only),Total Ad Sales | (for historical reference only),Currency
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (1013-NORTH POMPANO),677517,5579,1013,211.12,11,11,19.19,26.77,17.00,83.99,0.00,0.00,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (10397-SUNRISE/PINE ISLAND),680307,5579,10397,171.45,12,12,14.29,21.31,5.41,22.08,0.00,0.00,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (10671-LAKEWOOD),684491,5579,10671,383.77,19,19,20.20,48.19,22.06,85.70,0.00,0.00,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (10881-CONGRESS & 22ND),686273,5579,10881,1218.94,66,66,18.47,167.09,67.07,262.52,3.00,19.58,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (12885-MCNAB & ROCK ISLAND),684476,5579,12885,795.77,44,43,18.09,114.75,58.15,263.16,3.00,20.35,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (13565-GALT OCEAN MILE),680384,5579,13565,97.88,5,5,19.58,12.14,12.27,48.00,0.00,0.00,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (1585-A & F),685073,5579,1585,533.11,27,26,19.74,69.60,49.71,268.06,0.00,0.00,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (16832-BROWARD & 1ST),684559,5579,16832,793.71,42,42,18.90,112.36,68.74,348.16,0.00,0.00,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (17009-OAKLAND & HIATUS),680394,5579,17009,356.51,19,18,18.76,46.06,28.74,110.50,0.00,0.00,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (1868-PEMBROKE PINES),685633,5579,1868,572.71,32,32,17.90,67.57,60.59,261.10,6.00,41.77,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (2011-CORAL RIDGE),680386,5579,2011,353.78,17,17,20.81,43.78,23.90,117.43,0.00,0.00,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (22008-OAKLAND & 55TH),680392,5579,22008,1194.93,72,72,16.60,165.84,112.59,413.68,3.00,17.89,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (24106-PALM AIRE),684906,5579,24106,300.53,16,16,18.78,34.89,36.27,159.10,0.00,0.00,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (24636-COPANS RD. & I - 95),684917,5579,24636,703.51,35,35,20.10,91.21,58.11,306.79,0.00,0.00,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (2533-LAUDERDALE LAKES),680368,5579,2533,589.92,32,32,18.44,78.12,57.05,244.08,3.00,19.94,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (2565-5TH AVENUE),684468,5579,2565,377.17,19,19,19.85,44.43,39.07,152.96,0.00,0.00,USD
Week of 2025-08-11,2025-08-11,2025-08-17,"McDonald's (27555-SUNRISE, COMMERCIAL & 94TH)",684455,5579,27555,234.14,13,13,18.01,28.95,18.61,67.45,0.00,0.00,USD
Week of 2025-08-11,2025-08-11,2025-08-17,"McDonald's (29261-BOCA RATON, BOCA CENTER RELO)",684904,5579,29261,379.65,21,21,18.08,47.69,12.49,49.74,0.00,0.00,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (32379-MIRABELLA),684546,5579,32379,810.12,45,45,18.00,95.92,80.48,336.03,0.00,0.00,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (3482-BOYNTON BEACH),687543,5579,3482,464.58,28,28,16.59,61.67,29.33,127.44,0.00,0.00,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (3555-TAMARAC),684472,5579,3555,640.21,38,38,16.85,84.15,43.49,173.25,0.00,0.00,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (36313-ATLANTIC EXTENSION II),685071,5579,36313,171.70,9,9,19.08,21.66,18.24,85.73,0.00,0.00,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (4112-SAMPLE ROAD),685069,5579,4112,607.00,32,32,18.97,71.54,69.62,309.74,0.00,0.00,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (5002-CYPRESS CREEK & POWERLINE),687850,5579,5002,600.49,30,30,20.02,73.47,57.55,242.35,0.00,0.00,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (5990-SOUTHGATE),684457,5579,5990,515.58,29,29,17.78,60.56,47.21,198.96,3.00,31.12,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (6653-DEERFIELD BEACH),684918,5579,6653,794.62,43,43,18.48,91.23,110.05,417.79,0.00,0.00,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (6712-EXECUTIVE),684429,5579,6712,259.87,15,15,17.32,29.74,32.63,113.06,0.00,0.00,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (681-COMMERCIAL),684427,5579,681,201.04,10,10,20.10,19.74,23.57,96.47,0.00,0.00,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (7158-I-95 & SUNRISE),684444,5579,7158,686.90,39,39,17.61,87.64,72.93,253.95,6.00,38.24,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (7253-BAY COLONY),688121,5579,7253,321.54,14,14,22.97,40.22,19.17,91.60,0.00,0.00,USD
Week of 2025-08-11,2025-08-11,2025-08-17,McDonald's (7732-OAKLAND FOREST),684443,5579,7732,684.80,36,35,19.02,85.65,52.20,208.73,0.00,0.00,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (1013-NORTH POMPANO),677517,5579,1013,2817.97,133,132,21.19,307.19,440.02,2031.02,0.00,0.00,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (10397-SUNRISE/PINE ISLAND),680307,5579,10397,2891.23,157,156,18.42,329.09,468.87,1846.60,0.00,0.00,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (10671-LAKEWOOD),684491,5579,10671,4982.49,256,256,19.46,557.09,870.42,3374.02,12.00,70.01,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (10881-CONGRESS & 22ND),686273,5579,10881,11335.34,601,597,18.86,1430.27,1551.63,7003.96,18.00,110.73,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (12885-MCNAB & ROCK ISLAND),684476,5579,12885,8343.07,424,420,19.68,1103.59,1224.86,5509.65,9.00,59.54,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (13565-GALT OCEAN MILE),680384,5579,13565,709.64,45,45,15.77,85.84,72.80,345.21,0.00,0.00,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (1585-A & F),685073,5579,1585,5014.75,264,264,19.00,621.53,657.58,3005.63,0.00,0.00,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (16832-BROWARD & 1ST),684559,5579,16832,6881.87,361,359,19.06,935.54,842.35,3927.02,6.00,69.91,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (17009-OAKLAND & HIATUS),680394,5579,17009,3442.95,182,181,18.92,435.84,448.86,2069.90,0.00,0.00,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (1868-PEMBROKE PINES),685633,5579,1868,6483.04,325,323,19.95,765.33,843.17,3964.60,6.00,29.84,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (2011-CORAL RIDGE),680386,5579,2011,3408.36,161,159,21.17,390.36,501.34,2358.06,0.00,0.00,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (22008-OAKLAND & 55TH),680392,5579,22008,12805.35,668,664,19.17,1658.24,2287.96,9022.11,6.00,53.23,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (24106-PALM AIRE),684906,5579,24106,4040.36,216,216,18.71,475.09,485.47,2262.42,3.00,36.64,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (24636-COPANS RD. & I - 95),684917,5579,24636,3912.99,205,202,19.09,482.51,569.04,2536.43,3.00,10.48,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (2533-LAUDERDALE LAKES),680368,5579,2533,5490.82,305,301,18.00,699.15,662.76,3024.80,3.00,30.16,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (2565-5TH AVENUE),684468,5579,2565,3720.81,199,198,18.70,433.76,502.06,2243.61,0.00,0.00,USD
Week of 2025-08-04,2025-08-04,2025-08-10,"McDonald's (27555-SUNRISE, COMMERCIAL & 94TH)",684455,5579,27555,2393.04,134,134,17.86,264.50,435.65,1497.28,3.00,13.27,USD
Week of 2025-08-04,2025-08-04,2025-08-10,"McDonald's (29261-BOCA RATON, BOCA CENTER RELO)",684904,5579,29261,3110.21,161,161,19.32,350.61,490.72,2049.12,0.00,0.00,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (32379-MIRABELLA),684546,5579,32379,8005.66,420,420,19.06,934.15,1056.13,4927.29,12.00,73.66,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (3482-BOYNTON BEACH),687543,5579,3482,4409.39,228,228,19.34,556.28,605.15,2766.30,9.00,86.02,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (3555-TAMARAC),684472,5579,3555,5243.13,278,276,18.86,645.54,705.01,3134.91,6.00,43.15,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (36313-ATLANTIC EXTENSION II),685071,5579,36313,2349.88,107,107,21.96,289.87,348.59,1778.25,0.00,0.00,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (4112-SAMPLE ROAD),685069,5579,4112,4979.69,264,264,18.86,574.05,626.23,2850.80,12.00,79.70,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (5002-CYPRESS CREEK & POWERLINE),687850,5579,5002,2928.47,152,152,19.27,346.75,371.86,1748.19,6.00,32.57,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (5990-SOUTHGATE),684457,5579,5990,4571.66,245,241,18.66,525.88,699.28,2839.89,9.00,58.29,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (6653-DEERFIELD BEACH),684918,5579,6653,5488.17,307,305,17.88,624.98,871.68,3380.51,12.00,76.39,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (6712-EXECUTIVE),684429,5579,6712,2686.47,142,141,18.92,307.98,438.12,1776.56,0.00,0.00,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (681-COMMERCIAL),684427,5579,681,3233.58,167,167,19.36,364.69,441.32,2025.84,0.00,0.00,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (7158-I-95 & SUNRISE),684444,5579,7158,6062.06,323,322,18.77,719.83,1129.13,4324.52,12.00,71.82,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (7253-BAY COLONY),688121,5579,7253,2934.59,140,140,20.96,331.15,505.94,2102.17,0.00,0.00,USD
Week of 2025-08-04,2025-08-04,2025-08-10,McDonald's (7732-OAKLAND FOREST),684443,5579,7732,7722.29,404,402,19.11,866.82,1339.73,5409.18,3.00,32.18,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (1013-NORTH POMPANO),677517,5579,1013,2230.32,117,117,19.06,251.24,332.96,1411.92,20.20,95.18,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (10397-SUNRISE/PINE ISLAND),680307,5579,10397,3074.70,165,165,18.63,344.14,533.47,2021.02,19.56,103.45,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (10671-LAKEWOOD),684491,5579,10671,4488.87,237,235,18.94,501.22,800.41,2898.56,43.99,186.13,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (10881-CONGRESS & 22ND),686273,5579,10881,11296.62,587,584,19.24,1413.50,1678.18,7068.62,161.53,803.00,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (12885-MCNAB & ROCK ISLAND),684476,5579,12885,8875.14,476,474,18.65,1169.60,1341.49,5501.76,81.72,298.80,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (13565-GALT OCEAN MILE),680384,5579,13565,770.38,45,45,17.12,100.76,61.52,317.25,0.00,0.00,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (1585-A & F),685073,5579,1585,5556.13,277,273,20.06,684.09,804.05,3642.31,55.46,266.49,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (16832-BROWARD & 1ST),684559,5579,16832,7035.63,367,365,19.17,933.67,1025.40,4164.00,86.20,307.70,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (17009-OAKLAND & HIATUS),680394,5579,17009,3771.18,185,184,20.38,465.14,551.77,2424.70,46.21,186.56,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (1868-PEMBROKE PINES),685633,5579,1868,7592.40,370,367,20.52,858.97,1222.91,5219.12,61.38,312.91,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (2011-CORAL RIDGE),680386,5579,2011,3080.53,153,151,20.13,351.66,457.05,1991.40,48.76,190.00,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (22008-OAKLAND & 55TH),680392,5579,22008,10602.98,571,568,18.57,1349.20,1958.48,7086.53,66.76,295.92,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (24106-PALM AIRE),684906,5579,24106,3972.77,207,204,19.19,455.19,617.90,2541.25,47.14,215.55,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (24636-COPANS RD. & I - 95),684917,5579,24636,4344.40,219,217,19.84,524.37,740.51,2875.16,71.06,361.05,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (2533-LAUDERDALE LAKES),680368,5579,2533,5587.14,299,297,18.69,698.09,806.55,3305.95,55.48,276.76,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (2565-5TH AVENUE),684468,5579,2565,3559.17,187,187,19.03,415.57,513.73,2089.84,35.40,149.69,USD
Week of 2025-07-28,2025-07-28,2025-08-03,"McDonald's (27555-SUNRISE, COMMERCIAL & 94TH)",684455,5579,27555,2501.97,131,129,19.10,276.67,463.62,1685.89,49.31,231.09,USD
Week of 2025-07-28,2025-07-28,2025-08-03,"McDonald's (29261-BOCA RATON, BOCA CENTER RELO)",684904,5579,29261,3977.54,204,203,19.50,448.71,598.94,2569.30,51.61,228.93,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (32379-MIRABELLA),684546,5579,32379,8793.91,459,458,19.16,1010.74,1265.69,5366.07,65.06,264.53,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (3482-BOYNTON BEACH),687543,5579,3482,4206.75,204,203,20.62,525.38,618.85,2745.64,47.19,189.29,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (3555-TAMARAC),684472,5579,3555,4889.38,260,260,18.81,614.22,689.78,2806.39,52.42,268.51,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (36313-ATLANTIC EXTENSION II),685071,5579,36313,2656.35,132,129,20.12,317.79,490.62,1834.33,41.94,180.78,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (4112-SAMPLE ROAD),685069,5579,4112,4898.15,268,267,18.28,566.39,714.90,2893.83,64.49,296.40,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (5002-CYPRESS CREEK & POWERLINE),687850,5579,5002,3184.88,174,172,18.30,364.14,482.50,1733.34,43.04,194.25,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (5990-SOUTHGATE),684457,5579,5990,4816.48,253,253,19.04,533.19,903.41,3343.00,55.21,268.76,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (6653-DEERFIELD BEACH),684918,5579,6653,5934.78,333,332,17.82,664.65,927.36,3490.44,56.63,240.06,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (6712-EXECUTIVE),684429,5579,6712,2662.05,129,129,20.64,299.14,473.41,1964.99,28.02,226.18,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (681-COMMERCIAL),684427,5579,681,2535.09,132,131,19.21,280.76,372.30,1522.12,41.35,180.93,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (7158-I-95 & SUNRISE),684444,5579,7158,6691.11,359,358,18.64,793.30,1326.76,4683.26,81.02,361.52,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (7253-BAY COLONY),688121,5579,7253,3180.27,155,155,20.52,354.52,535.87,2275.36,24.31,126.91,USD
Week of 2025-07-28,2025-07-28,2025-08-03,McDonald's (7732-OAKLAND FOREST),684443,5579,7732,6670.07,367,365,18.17,753.24,1147.81,4361.76,81.38,376.79,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (1013-NORTH POMPANO),677517,5579,1013,2516.65,123,123,20.46,289.31,362.19,1747.88,3.00,25.08,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (10397-SUNRISE/PINE ISLAND),680307,5579,10397,3072.65,155,155,19.82,345.50,495.03,2198.01,6.00,42.62,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (10671-LAKEWOOD),684491,5579,10671,4864.65,252,249,19.30,546.89,811.30,3465.57,6.00,67.56,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (10881-CONGRESS & 22ND),686273,5579,10881,10791.32,569,567,18.97,1333.78,1689.82,7399.83,33.00,186.93,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (12885-MCNAB & ROCK ISLAND),684476,5579,12885,8978.94,491,489,18.29,1164.65,1485.47,6026.35,12.00,63.10,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (13565-GALT OCEAN MILE),680384,5579,13565,1111.94,48,48,23.17,134.56,190.04,923.94,3.00,43.54,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (1585-A & F),685073,5579,1585,5564.85,274,272,20.31,676.62,912.63,4047.70,6.00,50.13,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (16832-BROWARD & 1ST),684559,5579,16832,7818.41,380,379,20.57,977.65,1579.38,6169.11,0.00,0.00,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (17009-OAKLAND & HIATUS),680394,5579,17009,4017.42,207,207,19.41,474.21,727.14,2916.92,12.00,101.27,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (1868-PEMBROKE PINES),685633,5579,1868,7384.94,349,346,21.16,832.20,1240.04,5596.81,12.00,65.97,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (2011-CORAL RIDGE),680386,5579,2011,2930.28,141,141,20.78,335.28,409.32,1981.22,3.00,15.76,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (22008-OAKLAND & 55TH),680392,5579,22008,11809.57,631,625,18.72,1485.84,2341.85,8669.65,9.00,95.76,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (24106-PALM AIRE),684906,5579,24106,3527.98,183,179,19.28,402.79,595.17,2396.90,0.00,0.00,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (24636-COPANS RD. & I - 95),684917,5579,24636,3882.11,209,208,18.57,458.76,747.03,2812.75,6.00,34.26,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (2533-LAUDERDALE LAKES),680368,5579,2533,6545.95,334,331,19.60,797.98,1106.88,4620.94,3.00,15.08,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (2565-5TH AVENUE),684468,5579,2565,4139.71,202,201,20.49,462.84,758.13,3168.04,9.00,34.73,USD
Week of 2025-07-21,2025-07-21,2025-07-27,"McDonald's (27555-SUNRISE, COMMERCIAL & 94TH)",684455,5579,27555,2295.82,129,129,17.80,250.75,429.29,1557.78,3.00,32.25,USD
Week of 2025-07-21,2025-07-21,2025-07-27,"McDonald's (29261-BOCA RATON, BOCA CENTER RELO)",684904,5579,29261,3361.89,171,169,19.66,382.47,488.78,2220.70,0.00,0.00,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (32379-MIRABELLA),684546,5579,32379,9802.15,509,509,19.26,1099.93,1719.16,6924.31,6.00,58.53,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (3482-BOYNTON BEACH),687543,5579,3482,4567.49,222,218,20.57,547.34,886.78,3655.70,6.00,43.52,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (3555-TAMARAC),684472,5579,3555,4920.36,263,260,18.71,592.42,837.89,3411.53,6.00,51.32,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (36313-ATLANTIC EXTENSION II),685071,5579,36313,2138.47,107,106,19.99,252.46,383.09,1539.84,0.00,0.00,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (4112-SAMPLE ROAD),685069,5579,4112,5522.60,291,290,18.98,620.35,892.86,3844.18,3.00,34.36,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (5002-CYPRESS CREEK & POWERLINE),687850,5579,5002,3813.31,194,194,19.66,427.35,640.64,2756.57,21.00,163.41,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (5990-SOUTHGATE),684457,5579,5990,4548.31,245,244,18.56,519.77,717.48,3058.84,3.00,15.27,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (6653-DEERFIELD BEACH),684918,5579,6653,6322.82,349,347,18.12,709.69,966.90,4169.84,15.00,68.79,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (6712-EXECUTIVE),684429,5579,6712,2748.57,144,144,19.09,310.88,450.36,1918.15,0.00,0.00,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (681-COMMERCIAL),684427,5579,681,3526.39,183,181,19.27,388.29,603.24,2501.54,3.00,13.78,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (7158-I-95 & SUNRISE),684444,5579,7158,5500.82,294,294,18.71,667.09,970.79,3813.06,3.00,21.08,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (7253-BAY COLONY),688121,5579,7253,2570.04,123,121,20.89,293.76,406.23,1941.80,3.00,31.37,USD
Week of 2025-07-21,2025-07-21,2025-07-27,McDonald's (7732-OAKLAND FOREST),684443,5579,7732,7130.74,367,366,19.43,801.61,1186.89,4966.24,9.00,56.55,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (1013-NORTH POMPANO),677517,5579,1013,2200.64,112,112,19.65,253.59,334.59,1890.08,12.00,113.32,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (10397-SUNRISE/PINE ISLAND),680307,5579,10397,2622.03,141,141,18.60,309.14,353.53,2065.00,3.00,23.97,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (10671-LAKEWOOD),684491,5579,10671,5030.34,257,256,19.57,581.76,705.87,4008.61,9.00,54.94,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (10881-CONGRESS & 22ND),686273,5579,10881,10492.00,576,571,18.22,1327.36,1468.45,8104.43,21.00,130.26,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (12885-MCNAB & ROCK ISLAND),684476,5579,12885,8440.18,457,453,18.47,1140.69,1167.22,6559.57,0.00,0.00,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (13565-GALT OCEAN MILE),680384,5579,13565,951.02,45,45,21.13,112.78,163.57,765.29,3.00,17.78,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (1585-A & F),685073,5579,1585,5662.95,266,266,21.29,703.40,855.37,4892.75,3.00,19.56,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (16832-BROWARD & 1ST),684559,5579,16832,9238.25,462,455,20.00,1181.18,1745.32,7964.95,12.00,117.03,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (17009-OAKLAND & HIATUS),680394,5579,17009,3383.39,176,175,19.22,403.20,678.54,3001.39,3.00,22.87,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (1868-PEMBROKE PINES),685633,5579,1868,8161.92,397,397,20.56,944.32,1276.01,7072.39,6.00,68.68,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (2011-CORAL RIDGE),680386,5579,2011,2942.46,150,149,19.62,336.05,477.35,2638.80,0.00,0.00,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (22008-OAKLAND & 55TH),680392,5579,22008,12053.72,656,652,18.37,1538.73,2306.21,10001.85,21.00,105.03,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (24106-PALM AIRE),684906,5579,24106,3790.02,201,197,18.86,418.82,706.58,3175.11,9.00,78.76,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (24636-COPANS RD. & I - 95),684917,5579,24636,3930.04,212,211,18.54,475.92,697.24,3309.42,6.00,34.86,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (2533-LAUDERDALE LAKES),680368,5579,2533,5796.77,297,295,19.52,718.79,929.15,4864.45,6.00,44.43,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (2565-5TH AVENUE),684468,5579,2565,4502.98,233,231,19.33,511.87,734.10,3766.27,6.00,37.74,USD
Week of 2025-07-14,2025-07-14,2025-07-20,"McDonald's (27555-SUNRISE, COMMERCIAL & 94TH)",684455,5579,27555,2935.50,152,151,19.31,325.58,567.90,2523.45,0.00,0.00,USD
Week of 2025-07-14,2025-07-14,2025-07-20,"McDonald's (29261-BOCA RATON, BOCA CENTER RELO)",684904,5579,29261,3238.04,174,173,18.61,370.28,528.28,2634.72,3.00,13.57,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (32379-MIRABELLA),684546,5579,32379,11216.70,592,591,18.95,1258.15,2090.52,9235.33,27.00,187.39,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (3482-BOYNTON BEACH),687543,5579,3482,3710.42,196,195,18.93,463.23,594.21,3052.70,9.00,75.26,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (3555-TAMARAC),684472,5579,3555,4657.55,247,246,18.86,580.01,731.00,3800.17,0.00,0.00,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (36313-ATLANTIC EXTENSION II),685071,5579,36313,2486.23,132,132,18.84,291.19,512.09,2042.30,0.00,0.00,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (4112-SAMPLE ROAD),685069,5579,4112,5424.95,304,304,17.85,617.93,838.50,4452.72,6.00,31.08,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (5002-CYPRESS CREEK & POWERLINE),687850,5579,5002,3278.55,175,173,18.73,385.48,471.59,2664.40,9.00,44.02,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (5990-SOUTHGATE),684457,5579,5990,4279.59,241,239,17.76,500.97,622.73,3396.35,0.00,0.00,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (6653-DEERFIELD BEACH),684918,5579,6653,5004.51,287,285,17.44,587.61,642.93,3573.14,15.00,78.81,USD
Week of 2025-07-14,2025-07-14,2025-07-20,McDonald's (6712-EXECUTIVE),684429,5579,6712,2982.16,147,146,20.29,351.26,418.69,2472.42,0.00,0.00,USD
